ROWNUM;FullName;ShortName;LegalAddress;ExamDate;SubjectName;PassedQuantity;AVGScore;global_id;
3456;"Государственное бюджетное образовательное учреждение города Москвы средняя общеобразовательная школа с углубленным изучением информатики и английского языка № 1307";"ГБОУ СОШ № 1307";"119602, г. Москва, ул. Академика Анохина, д.48";"29.05.2015";"Литература";"2";"4";"62825093";
3457;"Государственное бюджетное общеобразовательное учреждение города Москвы «Гимназия № 1532»";"ГБОУ гимназия № 1532";"117465, г. Москва, ул. Теплый Стан, дом 13, корпус 3";"05.06.2015";"Биология";"21";"3.62";"62825094";
3458;"Государственное бюджетное образовательное учреждение города Москвы средняя общеобразовательная школа № 74";"ГБОУ СОШ № 74";"119285, г. Москва, ул.Пырьева, д.11";"05.06.2015";"География";"1";"4";"62825098";
3459;"Государственное бюджетное общеобразовательное учреждение города Москвы «Школа с углубленным изучением английского языка № 1381»";"ГБОУ школа № 1381";"129346, г. Москва, Янтарный пр., д.2";"05.06.2015";"Иностранный язык (английский язык)";"11";"4";"62825099";
3460;"Государственное бюджетное общеобразовательное учреждение города Москвы «Школа № 37»";"ГБОУ школа № 37";"119192, г. Москва, ул. Столетова, д. 3";"29.05.2015";"Химия";"1";"4";"62825100";
3461;"Государственное бюджетное общеобразовательное учреждение города Москвы «Центр образования «Технологии обучения»";"ГБОУ ЦО «Технологии обучения»";"121151, г. Москва, Резервный проезд, д. 10";"05.06.2015";"География";"1";"4";"62825101";
3462;"Государственное бюджетное общеобразовательное учреждение города Москвы «Школа № 90 «Многопрофильный образовательный комплекс» имени Героя Советского Союза Е.Г. Ларикова»";"ГБОУ школа № 90";"125130, г. Москва, 4-й Новоподмосковный пер., д. 2а";"27.05.2015";"Математика";"63";"3.11";"62825102";
3463;"Государственное бюджетное общеобразовательное учреждение города Москвы «Школа с углубленным изучением английского языка № 1354»";"ГБОУ школа № 1354";"117624, г. Москва, улица Изюмская, дом 38, корпус 1";"10.06.2015";"Литература";"1";"3";"62825103";
3464;"Государственное бюджетное общеобразовательное учреждение города Москвы «Школа № 463 имени Героя Советского Союза Д.Н.Медведева»";"ГБОУ школа № 463";"115470, г. Москва, Судостроительная ул., д.10, корп.1";"05.06.2015";"История";"1";"3";"62825106";
3465;"Государственное бюджетное общеобразовательное учреждение города Москвы «Школа № 2101 «Филёвский образовательный центр»";"ГБОУ школа № 2101";"121433, г. Москва, ул.Малая Филевcкая, д.26, корп.2";"17.06.2015";"Биология";"1";"4";"62825107";
3466;"Государственное бюджетное общеобразовательное учреждение города Москвы «Школа с углубленным изучением французского языка № 1286»";"ГБОУ школа № 1286";"125480, г. Москва, ул. Героев Панфиловцев, д. 15";"29.05.2015";"Химия";"4";"4";"62825108";
3467;"Государственное бюджетное общеобразовательное учреждение города Москвы «Школа № 1497»";"ГБОУ школа № 1497";"121309, г. Москва, ул.Барклая, д.15, корп.3";"05.06.2015";"Иностранный язык (английский язык)";"9";"4.56";"62825109";
3468;"Государственное бюджетное общеобразовательное учреждение города Москвы «Гимназия № 1576»";"ГБОУ гимназия № 1576";"125299, г. Москва, ул. Большая Академическая, д. 22а";"29.05.2015";"Обществознание";"40";"3.8";"62825111";
3469;"Государственное бюджетное общеобразовательное учреждение города Москвы «Школа № 1000»";"ГБОУ школа № 1000";"119619, г. Москва, ул.Наро-Фоминская, д.1";"27.05.2015";"Математика";"76";"3.45";"62825112";
3470;"Государственное бюджетное общеобразовательное учреждение города Москвы «Гимназия № 1592»";"ГБОУ гимназия № 1592";"127247, г. Москва, Бескудниковский проезд, дом 4 Б";"14.09.2015";"Русский язык";"2";"3";"62825114";
3471;"Государственное бюджетное общеобразовательное учреждение города Москвы «Школа № 902 «Диалог»";"ГБОУ школа № 902 «Диалог»";"115404, г. Москва, ул. Ряжская, дом 11";"17.06.2015";"История";"1";"4";"62825115";
3472;"Государственное бюджетное общеобразовательное учреждение города Москвы «Школа № 374»";"ГБОУ школа № 374";"107564, г. Москва, Миллионная ул., д.5, корп.1";"29.05.2015";"Литература";"1";"3";"62825117";
3473;"Государственное бюджетное общеобразовательное учреждение города Москвы «Школа № 345 имени А.С. Пушкина»";"ГБОУ школа № 345 имени А.С. Пушкина";"105066, г. Москва, Елоховский пр., д.1, стр.5";"18.06.2015";"Математика";"4";"2.75";"62825118";
3474;"Государственное бюджетное общеобразовательное учреждение города Москвы «Школа № 547»";"ГБОУ школа № 547";"115191, г. Москва, ул.Малая Тульская, д.15";"29.05.2015";"Обществознание";"15";"3.8";"62825119";
3475;"Государственное бюджетное общеобразовательное учреждение города Москвы «Школа № 1450 «Олимп»";"ГБОУ школа № 1450 «Олимп»";"117556, г. Москва, ул. Фруктовая д.9";"27.05.2015";"Математика";"173";"3.72";"62825120";
3476;"Государственное бюджетное общеобразовательное учреждение города Москвы «Школа № 19»";"ГБОУ школа № 19";"117418, г. Москва, ул. Новочеремушкинская, д. 48";"27.05.2015";"Математика";"36";"3.75";"62825121";
3477;"Государственное бюджетное общеобразовательное учреждение города Москвы «Лицей № 1828 «Сабурово»";"ГБОУ лицей № 1828 «Сабурово»";"115211, г. Москва, Каширское ш., д.55, корп.7";"17.06.2015";"Иностранный язык (английский язык)";"3";"4.33";"62825122";
3478;"Государственное бюджетное общеобразовательное учреждение города Москвы «Школа № 2009»";"ГБОУ школа № 2009";"117041, г. Москва, улица Адмирала Руднева, дом 16, корпус 1";"17.06.2015";"География";"2";"4";"62825126";
3479;"Государственное бюджетное общеобразовательное учреждение города Москвы «Гимназия № 1554»";"ГБОУ гимназия № 1554";"127490, г. Москва, ул. Пестеля, д.5";"27.05.2015";"Математика";"135";"4.19";"62825127";
3480;"Государственное бюджетное общеобразовательное учреждение города Москвы «Школа с углубленным изучением английского языка № 1944»";"ГБОУ школа № 1944";"125368, г. Москва, ул. Барышиха, д. 17, корп. 1";"07.09.2015";"Математика";"1";"3";"62825132";
3481;"Государственное бюджетное общеобразовательное учреждение города Москвы «Школа № 15»";"ГБОУ школа № 15";"117246, г. Москва, ул. Херсонская, дом 27 А";"10.06.2015";"Обществознание";"1";"4";"62825133";
3482;"Государственное бюджетное общеобразовательное учреждение города Москвы «Гимназия № 1539»";"ГБОУ гимназия № 1539";"129626, г. Москва, ул. Староалексеевская, дом 1";"05.06.2015";"География";"6";"3.67";"62825135";
3483;"Государственное бюджетное общеобразовательное учреждение города Москвы «Школа № 2025»";"ГБОУ школа № 2025";"119361, г. Москва, ул. Б.Очаковская, д.42, корпус 2.";"14.09.2015";"Русский язык";"3";"2";"62825136";
3484;"Государственное бюджетное общеобразовательное учреждение города Москвы «Школа № 1492»";"ГБОУ школа № 1492";"117041, г. Москва, ул. Адмирала Лазарева, д. 62, корп.2";"10.06.2015";"Обществознание";"2";"3";"62825137";
3485;"Государственное бюджетное общеобразовательное учреждение города Москвы «Гимназия № 1528»";"ГБОУ «Гимназия № 1528»";"124527, г. Москва, Зеленоград, корп. 817";"07.09.2015";"Математика";"12";"2.92";"62825141";
3486;"Государственное бюджетное образовательное учреждение города Москвы гимназия № 1514";"ГБОУ гимназия № 1514";"119311, г. Москва, ул.Крупской, д.12";"29.05.2015";"Литература";"4";"4.75";"62825142";
3487;"Государственное бюджетное общеобразовательное учреждение города Москвы «Гимназия № 1532»";"ГБОУ гимназия № 1532";"117465, г. Москва, ул. Теплый Стан, дом 13, корпус 3";"29.05.2015";"Информатика";"26";"4.12";"62825143";
3488;"Государственное бюджетное общеобразовательное учреждение города Москвы «Школа № 1747»";"ГБОУ школа № 1747";"125368, г. Москва, 3-й Митинский переулок, д. 12, корп. 1";"10.06.2015";"Обществознание";"7";"4";"62825146";
3489;"Государственное бюджетное общеобразовательное учреждение города Москвы «Школа с углубленным изучением математики № 1360»";"ГБОУ школа № 1360";"107564, г. Москва, ул. Краснобогатырская, д. 21А";"29.05.2015";"Химия";"2";"5";"62825147";
3490;"Государственное бюджетное общеобразовательное учреждение города Москвы «Школа № 814»";"ГБОУ школа № 814";"119501, г. Москва, ул.Веерная, д.5, корп.3";"29.05.2015";"Обществознание";"91";"3.68";"62825150";
3491;"Государственное бюджетное образовательное учреждение города Москвы гимназия № 1476";"ГБОУ гимназия № 1476";"105568, г. Москва, ул. Челябинская, д. 20";"17.06.2015";"Биология";"1";"4";"62825151";
3492;"Государственное бюджетное общеобразовательное учреждение города Москвы «Школа № 17»";"ГБОУ школа № 17";"117279, г. Москва, ул. Введенского, д.28";"03.06.2015";"Русский язык";"219";"4.08";"62825152";
3493;"Государственное бюджетное общеобразовательное учреждение города Москвы «Школа № 152»";"ГБОУ школа № 152";"125319, г. Москва, ул. 1-ая Аэропортовская, д. 1";"29.05.2015";"Обществознание";"6";"3.67";"62825153";
3494;"Государственное бюджетное общеобразовательное учреждение города Москвы «Школа № 544»";"ГБОУ школа № 544";"115582, г. Москва, Каширское ш., д.116, корп.3";"10.06.2015";"Химия";"1";"4";"62825154";
3495;"Государственное бюджетное общеобразовательное учреждение города Москвы «Школа № 998»";"ГБОУ школа № 998";"115408, г. Москва, ул.Борисовские пруды, д.36, корп.2";"05.06.2015";"География";"1";"4";"62825156";
3496;"Государственное бюджетное общеобразовательное учреждение города Москвы «Гимназия № 1516»";"ГБОУ гимназия № 1516";"107589, г. Москва, ул. Хабаровская, д. 4а";"03.06.2015";"Русский язык";"85";"4.4";"62825157";
3497;"Государственное бюджетное общеобразовательное учреждение города Москвы «Гимназия № 1552»";"ГБОУ гимназия № 1552";"115580, г. Москва, ул.Мусы Джалиля, д.25";"29.05.2015";"Обществознание";"22";"3.59";"62825158";
3498;"Государственное бюджетное общеобразовательное учреждение города Москвы «Лицей № 1557»";"ГБОУ лицей № 1557";"124536, г. Москва, Зеленоград, корп. 509";"17.06.2015";"География";"1";"5";"62825162";
3499;"Государственное бюджетное общеобразовательное учреждение города Москвы «Школа с углубленным изучением английского языка № 1213»";"ГБОУ школа № 1213";"127238, г. Москва, ул.3-й Нижнелихоборский пр-д, д.6А";"14.09.2015";"Русский язык";"2";"3";"62825163";
3500;"Государственное бюджетное общеобразовательное учреждение города Москвы «Школа № 1741»";"ГБОУ школа № 1741";"119602, г. Москва, ул.Никулинская, д.5";"17.06.2015";"Физика";"2";"4";"62825165";
3501;"Государственное бюджетное общеобразовательное учреждение города Москвы «Школа с углубленным изучением английского языка № 1324»";"ГБОУ школа № 1324";"111396, г. Москва, Федеративный просп., д.27";"05.06.2015";"Физика";"22";"3.41";"62825166";
3502;"Государственное бюджетное общеобразовательное учреждение города Москвы «Гимназия № 1798 «Феникс»";"ГБОУ гимназия № 1798 «Феникс»";"111558, г. Москва, Зеленый пр-кт, д. 75 стр. 1";"27.05.2015";"Математика";"68";"3.78";"62825167";
3503;"Государственное бюджетное общеобразовательное учреждение города Москвы «Школа № 1862»";"ГБОУ школа № 1862";"117452, г. Москва, Черноморский б-р, д.6";"17.06.2015";"Физика";"15";"3.87";"62825168";
3504;"Государственное бюджетное общеобразовательное учреждение города Москвы «Школа № 1692»";"ГБОУ школа № 1692";"124575, г. Москва, Зеленоград, корп. 1016";"10.06.2015";"Литература";"1";"4";"62825170";
3505;"Государственное бюджетное общеобразовательное учреждение города Москвы «Школа № 1862»";"ГБОУ школа № 1862";"117452, г. Москва, Черноморский б-р, д.6";"29.05.2015";"Информатика";"24";"4.25";"62825171";
3506;"Государственное бюджетное общеобразовательное учреждение города Москвы «Школа № 1078»";"ГБОУ школа № 1078";"107207, г. Москва, ул. Алтайская , д.10А";"18.06.2015";"Математика";"3";"3";"62825173";
3507;"Государственное бюджетное общеобразовательное учреждение города Москвы «Лицей № 1451»";"ГБОУ лицей № 1451";"115162, г. Москва, ул. Мытная, дом 50, корп. 3";"03.06.2015";"Русский язык";"84";"4.07";"62825174";
3508;"Государственное бюджетное общеобразовательное учреждение города Москвы «Школа № 760 имени А.П. Маресьева»";"ГБОУ «Школа № 760 им. А.П. Маресьева»";"129347, г. Москва, Ярославское ш., д.147";"03.06.2015";"Русский язык";"100";"3.72";"62825175";
3509;"Государственное бюджетное общеобразовательное учреждение города Москвы «Школа № 2109»";"ГБОУ школа № 2109";"117148, г. Москва, ул. Маршала Савицкого, дом 26, корпус 4";"17.06.2015";"Иностранный язык (английский язык)";"5";"4.2";"62825178";
3510;"Государственное бюджетное общеобразовательное учреждение города Москвы «Школа № 1034»";"ГБОУ школа № 1034";"115612, г. Москва, ул.Братеевская, д.8, корп.2";"17.06.2015";"Биология";"5";"3";"62825180";
3511;"Государственное бюджетное общеобразовательное учреждение города Москвы «Школа № 1494»";"ГБОУ школа № 1494";"127427, г. Москва, ул. Большая Марфинская, д. 1, корп. 5";"14.09.2015";"Русский язык";"4";"2.75";"62825181";
3512;"Государственное бюджетное общеобразовательное учреждение города Москвы «Школа № 1465 имени адмирала Н.Г. Кузнецова»";"ГБОУ школа № 1465";"121059, г. Москва, ул.Брянская, д.10";"29.05.2015";"Химия";"3";"4.33";"62825182";
3513;"Государственное бюджетное общеобразовательное учреждение города Москвы «Школа с углубленным изучением английского языка № 1270»";"ГБОУ школа № 1270";"109004, г. Москва, Товарищеский пер., д.21";"17.06.2015";"Иностранный язык (английский язык)";"10";"4.7";"62825183";
3514;"Государственное бюджетное профессиональное образовательное учреждение города Москвы «Первый Московский Образовательный Комплекс»";"ГБПОУ «1-й МОК»";"127282, г. Москва, ул. Тихомирова, д. 10, к. 1";"05.06.2015";"История";"1";"3";"62825184";
3515;"Государственное бюджетное общеобразовательное учреждение города Москвы «Школа № 1055»";"ГБОУ школа № 1055";"115407, г. Москва, ул.Судостроительная, д.31, корп.2";"05.06.2015";"История";"1";"2";"62825185";
3516;"Государственное бюджетное общеобразовательное учреждение города Москвы «Школа № 374»";"ГБОУ школа № 374";"107564, г. Москва, Миллионная ул., д.5, корп.1";"05.06.2015";"История";"2";"3";"62825186";
3517;"Государственное бюджетное общеобразовательное учреждение города Москвы «Школа № 630 «Лингвистический центр»";"ГБОУ школа № 630";"117105, г. Москва, Варшавское шоссе, д.12";"05.06.2015";"Иностранный язык (английский язык)";"48";"3.96";"62825187";
3518;"Государственное бюджетное общеобразовательное учреждение города Москвы «Лицей № 1367»";"ГБОУ лицей № 1367";"109125, г. Москва, ул. Васильцовский стан, д 6.";"17.06.2015";"Биология";"1";"4";"62825190";
3519;"Государственное бюджетное общеобразовательное учреждение города Москвы «Школа № 2026»";"ГБОУ школа № 2026";"111675, г. Москва, ул. Медведева, дом 6";"29.05.2015";"Обществознание";"47";"3.79";"62825191";
3520;"Государственное бюджетное общеобразовательное учреждение города Москвы «Гимназия № 1567»";"ГБОУ гимназия № 1567";"121170, г. Москва, Кутузовский пр., д.10, стр.1";"05.06.2015";"Иностранный язык (немецкий язык)";"1";"3";"62825193";
3521;"Государственное бюджетное общеобразовательное учреждение города Москвы «Лицей № 138»";"ГБОУ лицей № 138";"123154, г. Москва, ул. Генерала Глаголева, д. 10, корп. 2";"05.06.2015";"Иностранный язык (английский язык)";"26";"4.54";"62825195";
3522;"Государственное бюджетное общеобразовательное учреждение города Москвы «Школа № 2036»";"ГБОУ школа № 2036";"111675, г. Москва, ул. Татьяны Макаровой, дом 2";"29.05.2015";"Химия";"13";"4";"62825197";
3523;"Государственное бюджетное общеобразовательное учреждение города Москвы «Школа № 547»";"ГБОУ школа № 547";"115191, г. Москва, ул.Малая Тульская, д.15";"18.06.2015";"Математика";"4";"3";"62825198";
3524;"Государственное бюджетное общеобразовательное учреждение города Москвы «Школа № 827»";"ГБОУ школа № 827";"125373, г. Москва, ул. Героев Панфиловцев, д. 35, кор. 2";"05.06.2015";"История";"3";"4";"62825199";
3525;"Государственное бюджетное общеобразовательное учреждение города Москвы «Школа с углубленным изучением отдельных предметов № 879»";"ГБОУ школа № 879";"117519, г. Москва, улица Красного Маяка, 3 Г";"27.05.2015";"Математика";"70";"3.61";"62825200";
3526;"Государственное бюджетное общеобразовательное учреждение города Москвы «Школа с углубленным изучением английского языка № 1944»";"ГБОУ школа № 1944";"125368, г. Москва, ул. Барышиха, д. 17, корп. 1";"29.05.2015";"Химия";"13";"4.46";"62825201";
3527;"Государственное бюджетное общеобразовательное учреждение города Москвы «Гимназия Марьина Роща имени В.Ф. Орлова»";"ГБОУ гимназия Марьина Роща имени В.Ф. Орлова";"127521, г. Москва, ул. Октябрьская, д. 81";"05.06.2015";"История";"3";"4.33";"62825203";
3528;"Государственное бюджетное общеобразовательное учреждение города Москвы «Школа № 1739»";"ГБОУ школа № 1739";"124683, г. Москва, Зеленоград, корп. 1555";"18.06.2015";"Математика";"3";"3";"62825204";
3529;"Государственное бюджетное образовательное учреждение города Москвы средняя общеобразовательная школа № 74";"ГБОУ СОШ № 74";"119285, г. Москва, ул.Пырьева, д.11";"27.05.2015";"Математика";"24";"3.33";"62825206";
3530;"Государственное бюджетное образовательное учреждение города Москвы лицей № 1523";"ГБОУ лицей № 1523";"115142, г. Москва, Кленовый б-р, д.21";"05.06.2015";"Иностранный язык (английский язык)";"9";"4.33";"62825207";
3531;"Государственное бюджетное общеобразовательное учреждение города Москвы «Школа № 814»";"ГБОУ школа № 814";"119501, г. Москва, ул.Веерная, д.5, корп.3";"14.09.2015";"Русский язык";"1";"3";"62825208";
3532;"Государственное бюджетное образовательное учреждение города Москвы средняя общеобразовательная школа № 2107";"ГБОУ СОШ № 2107";"129110, г. Москва, Б. Переяславская ул., д. 1, стр. 1";"07.08.2015";"Математика";"1";"3";"62825209";
3533;"Государственное бюджетное общеобразовательное учреждение города Москвы «Школа с углубленным изучением английского языка № 1279»";"ГБОУ школа № 1279";"117149, г. Москва, улица Азовская, дом 2, корпус 2";"18.06.2015";"Математика";"6";"2.83";"62825210";
3534;"Государственное бюджетное общеобразовательное учреждение города Москвы «Школа № 2095 «Покровский квартал»";"ГБОУ школа № 2095";"105064, г. Москва, Б. Казенный пер., д. 9";"18.06.2015";"Математика";"7";"3.14";"62825211";
3535;"Государственное бюджетное профессиональное образовательное учреждение города Москвы «Колледж малого бизнеса № 4»";"ГБПОУ КМБ № 4";"115054, г. Москва, ул.Дубининская, д.25, стр.1";"27.05.2015";"Математика";"11";"3";"62825213";
3536;"Государственное бюджетное общеобразовательное учреждение города Москвы «Школа № 1468»";"ГБОУ школа № 1468";"109544, г. Москва, Новорогожская ул., д.9";"03.08.2015";"Русский язык";"1";"3";"62825216";
3537;"Государственное бюджетное общеобразовательное учреждение города Москвы «Школа с углубленным изучением иностранного языка № 1231 имени В.Д. Поленова»";"ГБОУ школа № 1231";"119002, г. Москва, Спасопесковский пер., д.6, стр.7";"05.06.2015";"Иностранный язык (английский язык)";"32";"3.78";"62825217";
3538;"Государственное бюджетное общеобразовательное учреждение города Москвы «Лицей № 138»";"ГБОУ лицей № 138";"123154, г. Москва, ул. Генерала Глаголева, д. 10, корп. 2";"10.06.2015";"Информатика";"1";"4";"62825220";
3539;"Государственное бюджетное общеобразовательное учреждение города Москвы «Школа № 386»";"ГБОУ школа № 386";"107370, г. Москва, ул. Бойцовая, д. 6, кор. 8А";"16.06.2015";"Русский язык";"1";"3";"62825224";
3540;"Государственное бюджетное общеобразовательное учреждение города Москвы «Школа № 374»";"ГБОУ школа № 374";"107564, г. Москва, Миллионная ул., д.5, корп.1";"03.06.2015";"Русский язык";"26";"3.58";"62825226";
3541;"Государственное бюджетное общеобразовательное учреждение города Москвы «Школа № 947»";"ГБОУ школа № 947";"115372, г. Москва, ул.Лебедянская, д.16";"05.06.2015";"Иностранный язык (английский язык)";"22";"4.09";"62825227";
3542;"Государственное бюджетное общеобразовательное учреждение города Москвы «Школа № 887»";"ГБОУ школа № 887";"121467, г. Москва, ул.Молдавская, д.6, корп.2";"18.06.2015";"Русский язык";"3";"3";"62825228";
3543;"Государственное бюджетное общеобразовательное учреждение города Москвы «Школа с углубленным изучением отдельных предметов № 415»";"ГБОУ школа № 415";"111033, г. Москва, Танковый проезд, д. 3А";"27.05.2015";"Математика";"54";"3.74";"62825229";
3544;"Государственное бюджетное общеобразовательное учреждение города Москвы «Школа № 283»";"ГБОУ школа № 283";"127224, г. Москва, ул.Широкая, д.21-А";"05.06.2015";"Физика";"11";"3.45";"62825230";
3545;"Государственное бюджетное общеобразовательное учреждение города Москвы «Гимназия № 1516»";"ГБОУ гимназия № 1516";"107589, г. Москва, ул. Хабаровская, д. 4а";"10.06.2015";"Информатика";"2";"5";"62825231";
3546;"Государственное бюджетное общеобразовательное учреждение города Москвы «Школа № 1349»";"ГБОУ школа № 1349";"107370, г. Москва, Открытое ш., д.6, стр.12";"05.06.2015";"История";"3";"4";"62825232";
3547;"Государственное бюджетное образовательное учреждение города Москвы средняя общеобразовательная школа № 597";"ГБОУ СОШ № 597";"125502, г. Москва, Петрозаводская ул., д. 19А";"05.06.2015";"Иностранный язык (английский язык)";"15";"4.2";"62825233";
3548;"Государственное бюджетное общеобразовательное учреждение города Москвы «Гимназия № 1506»";"ГБОУ гимназия № 1506";"127282, г. Москва, ул. Широкая, д.1А";"29.05.2015";"Обществознание";"48";"3.94";"62825235";
3549;"Государственное бюджетное общеобразовательное учреждение города Москвы «Лицей № 1533 (информационных технологий)»";"ГБОУ лицей № 1533";"119296, г. Москва, Ломоносовский проспект, дом 16";"29.05.2015";"Обществознание";"9";"4.11";"62825236";
3550;"Государственное бюджетное образовательное учреждение города Москвы средняя общеобразовательная школа № 597";"ГБОУ СОШ № 597";"125502, г. Москва, Петрозаводская ул., д. 19А";"05.06.2015";"География";"1";"4";"62825237";
3551;"Государственное бюджетное общеобразовательное учреждение города Москвы «Многопрофильный лицей № 1501»";"ГБОУ лицей № 1501";"127055, г. Москва, Тихвинский пер., д.3";"10.06.2015";"Обществознание";"4";"3.75";"62825239";
3552;"Государственное бюджетное общеобразовательное учреждение города Москвы «Школа № 58»";"ГБОУ «Школа № 58»";"119313, г. Москва, ул. Вавилова, д. 84, корп. 2";"14.09.2015";"Русский язык";"1";"2";"62825240";
3553;"Государственное бюджетное общеобразовательное учреждение города Москвы «Школа с углубленным изучением английского языка № 1284»";"ГБОУ школа № 1284";"101000, г. Москва, Уланский пер., д.8";"17.06.2015";"География";"1";"4";"62825241";
3554;"Государственное бюджетное общеобразовательное учреждение города Москвы «Школа № 49»";"ГБОУ школа № 49";"117279, г. Москва, ул.Генерала Антонова, дом 4А";"17.06.2015";"Биология";"1";"4";"62825242";
3555;"Государственное бюджетное образовательное учреждение города Москвы средняя общеобразовательная школа № 2093 имени А.Н. Савельева";"ГБОУ СОШ № 2093";"111396, г. Москва, Союзный просп., д.2";"05.06.2015";"Биология";"1";"5";"62825244";
3556;"Государственное бюджетное общеобразовательное учреждение города Москвы «Школа с углубленным изучением английского языка № 1413»";"ГБОУ школа № 1413";"127543, г. Москва, Белозерская улица, дом 15";"29.05.2015";"Химия";"7";"4.14";"62825245";
3557;"Государственное бюджетное общеобразовательное учреждение города Москвы «Школа с углубленным изучением иностранного языка № 1236»";"ГБОУ школа № 1236";"127254, г. Москва, ул. Яблочкова, дом 10";"29.05.2015";"Информатика";"15";"4.4";"62825248";
3558;"Государственное бюджетное общеобразовательное учреждение города Москвы «Школа № 883»";"ГБОУ школа № 883";"125480, г. Москва, ул. Планерная, д.5, корп.2";"18.06.2015";"Математика";"2";"2.5";"62825249";
3559;"Государственное бюджетное общеобразовательное учреждение города Москвы «Школа № 1329»";"ГБОУ школа № 1329";"119602, г. Москва, ул.Никулинская, д.10";"29.05.2015";"Химия";"2";"3.5";"62825251";
3560;"Государственное бюджетное общеобразовательное учреждение города Москвы «Школа с углубленным изучением иностранного языка и информационных технологий № 1347»";"ГБОУ школа № 1347";"119618, г. Москва, ул.Главмосстроя, д.28";"29.05.2015";"Литература";"11";"3.91";"62825252";
3561;"Государственное бюджетное общеобразовательное учреждение города Москвы «Гимназия № 1552»";"ГБОУ гимназия № 1552";"115580, г. Москва, ул.Мусы Джалиля, д.25";"05.06.2015";"Биология";"10";"4";"62825253";
3562;"Государственное бюджетное образовательное учреждение города Москвы центр образования «Школа здоровья» № 1679";"ГБОУ ЦО № 1679";"125239, г. Москва, ул.Новопетровская, д.1А";"05.06.2015";"Биология";"6";"4.33";"62825254";
3563;"Государственное бюджетное общеобразовательное учреждение города Москвы «Школа № 2090»";"ГБОУ школа № 2090";"109377, г. Москва, 1-я Новокузьминская ул. , д. 21";"29.05.2015";"Литература";"2";"4";"62825255";
3564;"Государственное бюджетное общеобразовательное учреждение города Москвы «Школа № 17»";"ГБОУ школа № 17";"117279, г. Москва, ул. Введенского, д.28";"24.04.2015";"Русский язык";"1";"3";"62825256";
3565;"Государственное бюджетное общеобразовательное учреждение города Москвы «Школа с углубленным изучением английского языка № 1228»";"ГБОУ школа № 1228";"111024, г. Москва, Авиамоторная ул, д.42";"07.08.2015";"Математика";"1";"3";"62825257";
3566;"Государственное бюджетное общеобразовательное учреждение города Москвы «Школа № 2095 «Покровский квартал»";"ГБОУ школа № 2095";"105064, г. Москва, Б. Казенный пер., д. 9";"29.05.2015";"Обществознание";"64";"3.78";"62825260";
3567;"Государственное бюджетное общеобразовательное учреждение города Москвы «Школа № 1106»";"ГБОУ школа № 1106";"117463, г. Москва, пр.Карамзина, д.13, корп.3";"05.06.2015";"Иностранный язык (английский язык)";"21";"4.48";"62825261";
3568;"Государственное бюджетное общеобразовательное учреждение города Москвы «Школа с углубленным изучением иностранных языков № 1288 имени Героя Советского Союза Н.В. Троян»";"ГБОУ школа № 1288";"123007, г. Москва, Хорошевское шоссе, дом 3";"05.06.2015";"Иностранный язык (французский язык)";"6";"3.83";"62825263";
3569;"Государственное бюджетное общеобразовательное учреждение города Москвы «Школа № 498»";"ГБОУ школа № 498";"115172, г. Москва, ул.Народная, д.11/2";"05.06.2015";"Иностранный язык (английский язык)";"14";"4.14";"62825264";
3570;"Государственное бюджетное общеобразовательное учреждение города Москвы «Гимназия Марьина Роща имени В.Ф. Орлова»";"ГБОУ гимназия Марьина Роща имени В.Ф. Орлова";"127521, г. Москва, ул. Октябрьская, д. 81";"17.06.2015";"Иностранный язык (английский язык)";"7";"4.43";"62825266";
3571;"Государственное бюджетное общеобразовательное учреждение города Москвы «Школа № 842»";"ГБОУ «Школа № 842»";"124482, г. Москва, Зеленоград, корп. 142";"29.05.2015";"Литература";"2";"4.5";"62825269";
3572;"Государственное бюджетное общеобразовательное учреждение города Москвы «Школа с углублённым изучением иностранных языков № 1900»";"ГБОУ школа № 1900";"125222, г. Москва, улица Дубравная, дом 41, корпус 3";"17.06.2015";"История";"4";"3.75";"62825271";
3573;"Государственное бюджетное общеобразовательное учреждение города Москвы «Школа с углубленным изучением английского языка № 1381»";"ГБОУ школа № 1381";"129346, г. Москва, Янтарный пр., д.2";"17.06.2015";"Физика";"1";"4";"62825272";
3574;"Государственное бюджетное общеобразовательное учреждение города Москвы «Гимназия № 1573»";"ГБОУ гимназия № 1573";"127253, г. Москва, ул. Псковская: д.11";"07.09.2015";"Математика";"3";"3";"62825273";
3575;"Государственное бюджетное общеобразовательное учреждение города Москвы «Школа с углубленным изучением математики № 1360»";"ГБОУ школа № 1360";"107564, г. Москва, ул. Краснобогатырская, д. 21А";"05.06.2015";"Иностранный язык (английский язык)";"8";"4.38";"62825274";
3576;"Государственное бюджетное общеобразовательное учреждение города Москвы «Лицейско-гимназический комплекс на Юго-Востоке»";"ГБОУ ЛГК на Юго-Востоке";"109457, г. Москва, ул.Зеленодольская, д.32, корп.6";"10.06.2015";"Обществознание";"1";"3";"62825276";
3577;"Государственное бюджетное общеобразовательное учреждение города Москвы «Гимназия № 1576»";"ГБОУ гимназия № 1576";"125299, г. Москва, ул. Большая Академическая, д. 22а";"05.06.2015";"География";"14";"3.93";"62825277";
